MYear,Com_Name,Class,Order,Family,IUCN Classification
2021/7,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Falconiformes,Falconidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Falconiformes,Falconidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Pelecaniformes,Ardeidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Piciformes,Ramphastidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/7,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/8,Black-bellied_Whistling-Duck,Aves,Suliformes,Phalacrocoracidae,LC
2021/8,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/8,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/8,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/8,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Piciformes,Ramphastidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Suliformes,Phalacrocoracidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Suliformes,Phalacrocoracidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Pelecaniformes,Threskiornithidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Pelecaniformes,Threskiornithidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Piciformes,Ramphastidae,LC
2021/9,Black-bellied_Whistling-Duck,Aves,Piciformes,Ramphastidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Thraupidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/10,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/11,Black-bellied_Whistling-Duck,Aves,Passeriformes,Tyrannidae,LC
2021/11,Black-bellied_Whistling-Duck,Aves,Pelecaniformes,Threskiornithidae,LC
2021/11,Black-bellied_Whistling-Duck,Aves,Pelecaniformes,Threskiornithidae,LC
2021/11,Black-bellied_Whistling-Duck,Aves,Ardeidae,Pelecaniformes,LC
2021/11,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/11,Black-bellied_Whistling-Duck,Aves,Charadriiformes,Charadriidae,LC
2021/11,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/11,Black-bellied_Whistling-Duck,Aves,Pelecaniformes,Threskiornithidae,LC
2021/11,Black-bellied_Whistling-Duck,Aves,Piciformes,Ramphastidae,LC
2021/11,Black-bellied_Whistling-Duck,Aves,Piciformes,Ramphastidae,LC
2021/11,Black-bellied_Whistling-Duck,Aves,Piciformes,Ramphastidae,LC
2021/12,Black-bellied_Whistling-Duck,Aves,Psittaciformes,Psittacidae,LC
2021/12,Black-bellied_Whistling-Duck,Aves,Psittaciformes,Psittacidae,LC
2021/12,Black-bellied_Whistling-Duck,Aves,Psittaciformes,Psittacidae,LC
2021/12,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/12,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/12,Black-bellied_Whistling-Duck,Aves,Columbiformes,Columbidae,LC
2021/12,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/12,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/12,Black-bellied_Whistling-Duck,Aves,Passeriformes,Turdidae,LC
2021/12,Black-bellied_Whistling-Duck,Aves,Piciformes,Ramphastidae,LC
2021/12,Black-bellied_Whistling-Duck,Aves,Piciformes,Ramphastidae,LC
2021/12,Green_Kingfisher,Aves,Piciformes,Ramphastidae,LC
2021/12,Green_Kingfisher,Aves,Psittaciformes,Psittacidae,LC
2021/12,Green_Kingfisher,Aves,Psittaciformes,Psittacidae,LC
2021/12,Green_Kingfisher,Aves,Psittaciformes,Psittacidae,LC
2021/12,White-rumped_Monjita,Aves,Psittaciformes,Psittacidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Suliformes,Phalacrocoracidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Pelecaniformes,Threskiornithidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Pelecaniformes,Threskiornithidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Columbiformes,Columbidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Columbiformes,Columbidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Columbiformes,Columbidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Psittaciformes,Psittacidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Psittaciformes,Psittacidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Psittaciformes,Psittacidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Psittaciformes,Psittacidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Psittaciformes,Psittacidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Psittaciformes,Psittacidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Pelecaniformes,Threskiornithidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Pelecaniformes,Threskiornithidae,LC
2021/12,Turquoise-fronted_Parrot,Aves,Pelecaniformes,Threskiornithidae,LC
2021/12,House_Sparrow,Aves,Piciformes,Ramphastidae,LC
2021/12,House_Sparrow,Aves,Piciformes,Ramphastidae,LC
2022/1,House_Sparrow,Aves,Passeriformes,Tyrannidae,LC
2022/1,House_Sparrow,Aves,Passeriformes,Tyrannidae,LC
2022/1,House_Sparrow,Aves,Passeriformes,Tyrannidae,LC
2022/1,House_Sparrow,Aves,Columbiformes,Columbidae,LC
2022/1,House_Sparrow,Aves,Columbiformes,Columbidae,LC
2022/1,House_Sparrow,Aves,Columbiformes,Columbidae,LC
2022/1,House_Sparrow,Aves,Columbiformes,Columbidae,LC
2022/1,House_Sparrow,Aves,Columbiformes,Columbidae,LC
2022/1,House_Sparrow,Aves,Columbiformes,Columbidae,LC
2022/1,House_Sparrow,Aves,Passeriformes,Turdidae,LC
2022/1,House_Sparrow,Aves,Pelecaniformes,Threskiornithidae,LC
2022/1,House_Sparrow,Aves,Piciformes,Ramphastidae,LC
2022/2,House_Sparrow,Aves,Psittaciformes,Psittacidae,LC
2022/2,House_Sparrow,Aves,Psittaciformes,Psittacidae,LC
2022/2,House_Sparrow,Aves,Psittaciformes,Psittacidae,LC
2022/2,House_Sparrow,Aves,Psittaciformes,Psittacidae,LC
2022/2,House_Sparrow,Aves,Columbiformes,Columbidae,LC
2022/2,House_Sparrow,Aves,Columbiformes,Columbidae,LC
2022/2,House_Sparrow,Aves,Columbiformes,Columbidae,LC
2022/2,House_Sparrow,Aves,Pelecaniformes,Threskiornithidae,LC
2022/2,House_Sparrow,Aves,Pelecaniformes,Threskiornithidae,LC
2022/2,House_Sparrow,Aves,Cathartiformes,Cathartidae,LC
2022/2,House_Sparrow,Aves,Psittaciformes,Psittacidae,LC
2022/2,House_Sparrow,Aves,Psittaciformes,Psittacidae,LC
2022/2,Chopi_Blackbird,Aves,Passeriformes,Tyrannidae,LC
2022/2,Muscovy_Duck,Aves,Passeriformes,Tyrannidae,LC
2022/2,Muscovy_Duck,Aves,Passeriformes,Tyrannidae,LC
2022/2,Nanday_Parakeet,Aves,Passeriformes,Tyrannidae,LC
2022/2,Nanday_Parakeet,Aves,Passeriformes,Tyrannidae,LC
2022/2,Nanday_Parakeet,Aves,Columbiformes,Columbidae,LC
2022/2,Nanday_Parakeet,Aves,Columbiformes,Columbidae,LC
2022/2,Nanday_Parakeet,Aves,Columbiformes,Columbidae,LC
2022/2,Nanday_Parakeet,Aves,Columbiformes,Columbidae,LC
2022/2,Nanday_Parakeet,Aves,Columbiformes,Columbidae,LC
2022/2,Nanday_Parakeet,Aves,Columbiformes,Columbidae,LC
2022/2,Nanday_Parakeet,Aves,Columbiformes,Columbidae,LC
2022/2,Nanday_Parakeet,Aves,Pelecaniformes,Threskiornithidae,LC
2022/2,Nanday_Parakeet,Aves,Pelecaniformes,Threskiornithidae,LC
2022/3,Yellow-chevroned_Parakeet,Aves,Suliformes,Phalacrocoracidae,LC
2022/3,Yellow-chevroned_Parakeet,Aves,Columbiformes,Columbidae,LC
2022/3,Yellow-chevroned_Parakeet,Aves,Columbiformes,Columbidae,LC
2022/3,Yellow-chevroned_Parakeet,Aves,Passeriformes,Turdidae,LC
2022/3,Yellow-chevroned_Parakeet,Aves,Passeriformes,Turdidae,LC
2022/3,Yellow-chevroned_Parakeet,Aves,Passeriformes,Thraupidae,LC
2022/3,Yellow-chevroned_Parakeet,Aves,Passeriformes,Thraupidae,LC
2022/3,Yellow-chevroned_Parakeet,Aves,Passeriformes,Thraupidae,LC
2022/3,Yellow-chevroned_Parakeet,Aves,Cathartiformes,Cathartidae,LC
2022/4,Yellow-chevroned_Parakeet,Aves,Cuculiformes,Cuculidae,LC
2022/4,Yellow-chevroned_Parakeet,Aves,Cuculiformes,Cuculidae,LC
2022/4,Peach-fronted_Parakeet,Aves,Cuculiformes,Cuculidae,LC
2022/4,Peach-fronted_Parakeet,Aves,Galliformes,Cracidae,LC
2022/4,Peach-fronted_Parakeet,Aves,Passeriformes,Tyrannidae,LC
2022/4,Peach-fronted_Parakeet,Aves,Passeriformes,Tyrannidae,LC
2022/4,White-backed_Stilt,Aves,Columbiformes,Columbidae,LC
2022/4,White_Woodpecker,Aves,Psittaciformes,Psittacidae,LC
2022/4,White_Woodpecker,Aves,Psittaciformes,Psittacidae,LC
2022/4,White_Woodpecker,Aves,Psittaciformes,Psittacidae,LC
2022/4,White_Woodpecker,Aves,Psittaciformes,Psittacidae,LC
2022/4,White_Woodpecker,Aves,Passeriformes,Turdidae,LC
2022/4,White_Woodpecker,Aves,Pelecaniformes,Threskiornithidae,LC
2022/4,White_Woodpecker,Aves,Piciformes,Ramphastidae,LC
2022/5,White_Woodpecker,Aves,Passeriformes,Tyrannidae,LC
2022/5,White_Woodpecker,Aves,Passeriformes,Tyrannidae,LC
2022/5,White_Woodpecker,Aves,Passeriformes,Tyrannidae,LC
2022/5,White_Woodpecker,Aves,Columbiformes,Columbidae,LC
2022/5,Campo_Flicker,Aves,Columbiformes,Columbidae,LC
2022/5,Campo_Flicker,Aves,Columbiformes,Columbidae,LC
2022/5,Campo_Flicker,Aves,Columbiformes,Columbidae,LC
2022/5,Campo_Flicker,Aves,Columbiformes,Columbidae,LC
2022/5,Campo_Flicker,Aves,Passeriformes,Thraupidae,LC
2022/5,Campo_Flicker,Aves,Passeriformes,Thraupidae,LC
2022/5,Campo_Flicker,Aves,Passeriformes,Thraupidae,LC
2022/5,Campo_Flicker,Aves,Passeriformes,Furnariidae,LC
2022/5,Campo_Flicker,Aves,Columbiformes,Columbidae,LC
2022/5,Campo_Flicker,Aves,Columbiformes,Columbidae,LC
2022/5,Campo_Flicker,Aves,Columbiformes,Columbidae,LC
2022/5,Campo_Flicker,Aves,Passeriformes,Turdidae,LC
2022/5,Campo_Flicker,Aves,Cathartiformes,Cathartidae,LC
2021/6,Campo_Flicker,Aves,Passeriformes,Tyrannidae,LC
2021/6,Campo_Flicker,Aves,Passeriformes,Tyrannidae,LC
2021/6,Campo_Flicker,Aves,Passeriformes,Tyrannidae,LC
2021/6,Campo_Flicker,Aves,Pelecaniformes,Threskiornithidae,LC
2021/6,Silver-beaked_Tanager,Aves,Pelecaniformes,Threskiornithidae,LC
2021/6,Silver-beaked_Tanager,Aves,Pelecaniformes,Threskiornithidae,LC
2021/6,Silver-beaked_Tanager,Aves,Columbiformes,Columbidae,LC
2021/6,Silver-beaked_Tanager,Aves,Columbiformes,Columbidae,LC
2021/6,Silver-beaked_Tanager,Aves,Columbiformes,Columbidae,LC
2021/6,Silver-beaked_Tanager,Aves,Piciformes,Ramphastidae,LC
2021/6,Picazuro_Pigeon,Aves,Piciformes,Ramphastidae,LC
2021/6,Picazuro_Pigeon,Aves,Piciformes,Ramphastidae,LC
2021/6,Picazuro_Pigeon,Aves,Passeriformes,Furnariidae,LC
2021/6,Pale-vented_Pigeon,Aves,Psittaciformes,Psittacidae,VU
2021/6,Pale-vented_Pigeon,Aves,Psittaciformes,Psittacidae,VU
2021/6,Pale-vented_Pigeon,Aves,Passeriformes,Tyrannidae,LC
2021/6,Pale-vented_Pigeon,Mammalia,Rodentia,Caviidae,LC
2021/6,Pale-vented_Pigeon,Mammalia,Rodentia,Caviidae,LC
2021/6,Pale-vented_Pigeon,Mammalia,Roentia,Caviidae,LC
2021/6,Pale-vented_Pigeon,Aves,Passeriformes,Icteridae,LC
2021/6,Pale-vented_Pigeon,Aves,Pelecaniformes,Threskiornithidae,LC
2021/6,Pale-vented_Pigeon,Aves,Pelecaniformes,Threskiornithidae,LC
2021/6,Pale-vented_Pigeon,Aves,Passeriformes,Tyrannidae,LC
2021/6,Pale-vented_Pigeon,Aves,Pelecaniformes,Ardeidae,LC
2021/6,Pale-vented_Pigeon,Aves,Pelecaniformes,Ardeidae,LC
2021/6,Pale-vented_Pigeon,Aves,Pelecaniformes,Ardeidae,LC
2021/6,Pale-vented_Pigeon,Aves,Charadriiformes,Jacanidae,LC
2021/6,Pale-vented_Pigeon,Aves,Charadriiformes,Jacanidae,LC
2021/6,Pale-vented_Pigeon,Aves,Passeriformes,Furnariidae,LC
2021/6,Pale-vented_Pigeon,Aves,Passeriformes,Furnariidae,LC
2021/6,Pale-vented_Pigeon,Aves,Passeriformes,Furnariidae,LC
2021/6,Pale-vented_Pigeon,Aves,Columbiformes,Columbidae,LC
2021/6,Pale-vented_Pigeon,Aves,Columbiformes,Columbidae,LC
2021/6,Pale-vented_Pigeon,Aves,Columbiformes,Columbidae,LC
2021/6,Pale-vented_Pigeon,Aves,Columbiformes,Columbidae,LC
2021/6,Pale-vented_Pigeon,Aves,Columbiformes,Columbidae,LC
2021/6,Pale-vented_Pigeon,Aves,Psittaciformes,Psittacidae,LC
2021/6,Pale-vented_Pigeon,Aves,Psittaciformes,Psittacidae,LC
2021/6,Pale-vented_Pigeon,Aves,Psittaciformes,Psittacidae,LC
2021/6,Pale-vented_Pigeon,Aves,Psittaciformes,Psittacidae,LC
2021/6,Pale-vented_Pigeon,Aves,Charadriiformes,Charadriidae,LC
2021/6,Pale-vented_Pigeon,Aves,Charadriiformes,Charadriidae,LC
2021/6,Pale-vented_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/6,Pale-vented_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/6,Pale-vented_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/6,Pale-vented_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/6,Pale-vented_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/6,Pale-vented_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/6,Pale-vented_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/6,Pale-vented_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/6,Pale-vented_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/6,Pale-vented_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/6,Pale-vented_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/6,Pale-vented_Pigeon,Mammalia,Pilosa,Myrmecophagidae,VU
2021/7,Pale-vented_Pigeon,Aves,Cuculiformes,Cuculidae,LC
2021/7,Pale-vented_Pigeon,Mammalia,Rodentia,Caviidae,LC
2021/7,Pale-vented_Pigeon,Mammalia,Rodentia,Caviidae,LC
2021/7,Pale-vented_Pigeon,Mammalia,Rodentia,Caviidae,LC
2021/7,Pale-vented_Pigeon,Mammalia,Rodentia,Caviidae,LC
2021/7,Pale-vented_Pigeon,Mammalia,Rodentia,Caviidae,LC
2021/7,Pale-vented_Pigeon,Aves,Pelecaniformes,Ardeidae,LC
2021/7,Pale-vented_Pigeon,Aves,Pelecaniformes,Ardeidae,LC
2021/7,Pale-vented_Pigeon,Aves,Pelecaniformes,Ardeidae,LC
2021/7,Pale-vented_Pigeon,Aves,Pelecaniformes,Ardeidae,LC
2021/7,Pale-vented_Pigeon,Aves,Charadriiformes,Jacanidae,LC
2021/7,Pale-vented_Pigeon,Aves,Charadriiformes,Jacanidae,LC
2021/7,Pale-vented_Pigeon,Aves,Charadriiformes,Jacanidae,LC
2021/7,Pale-vented_Pigeon,Aves,Passeriformes,Tyrannidae,LC
2021/7,Pale-vented_Pigeon,Aves,Passeriformes,Tyrannidae,LC
2021/7,Pale-vented_Pigeon,Aves,Passeriformes,Tyrannidae,LC
2021/7,Pale-vented_Pigeon,Aves,Pelecaniformes,Threskiornithidae,LC
2021/7,Pale-vented_Pigeon,Aves,Piciformes,Ramphastidae,LC
2021/7,Pale-vented_Pigeon,Aves,Cuculiformes,Cuculidae,LC
2021/7,Pale-vented_Pigeon,Aves,Psittaciformes,Psittacidae,VU
2021/7,Pale-vented_Pigeon,Aves,Psittaciformes,Psittacidae,VU
2021/7,Pale-vented_Pigeon,Aves,Pelecaniformes,Ardeidae,LC
2021/7,Pale-vented_Pigeon,Aves,Charadriiformes,Jacanidae,LC
2021/7,Pale-vented_Pigeon,Aves,Charadriiformes,Jacanidae,LC
2021/7,Pale-vented_Pigeon,Aves,Anseriformes,Anatidae,LC
2021/7,Pale-vented_Pigeon,Aves,Anseriformes,Anatidae,LC
2021/7,Pale-vented_Pigeon,Aves,Anseriformes,Anatidae,LC
2021/7,Pale-vented_Pigeon,Aves,Charadriiformes,Charadriidae,LC
2021/7,Pale-vented_Pigeon,Aves,Charadriiformes,Charadriidae,LC
2021/7,Pale-vented_Pigeon,Aves,Charadriiformes,Charadriidae,LC
2021/7,Pale-vented_Pigeon,Aves,Charadriiformes,Charadriidae,LC
2021/7,Pale-vented_Pigeon,Aves,Charadriiformes,Charadriidae,LC
2021/7,Rock_Pigeon,Aves,Charadriiformes,Charadriidae,LC
2021/7,Rock_Pigeon,Aves,Passeriformes,Tyrannidae,LC
2021/7,Rock_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/7,Rock_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/7,Rock_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/7,Rock_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/7,Rock_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/7,Rock_Pigeon,Aves,Anseriformes,Anhimidae,LC
2021/7,Rock_Pigeon,Aves,Pelecaniformes,Threskiornithidae,LC
2021/7,Rock_Pigeon,Aves,Pelecaniformes,Threskiornithidae,LC
2021/8,Picazuro_Pigeon,Aves,Cuculiformes,Cuculidae,LC
2021/8,Pale-vented_Pigeon,Aves,Cuculiformes,Cuculidae,LC
2021/8,Vermilion_Flycatcher,Aves,Cuculiformes,Cuculidae,LC
2021/8,Vermilion_Flycatcher,Aves,Cuculiformes,Cuculidae,LC
2021/8,Vermilion_Flycatcher,Aves,Cuculiformes,Cuculidae,LC
2021/8,Vermilion_Flycatcher,Aves,Passeriformes,Icteridae,LC
2021/8,Vermilion_Flycatcher,Aves,Pelecaniformes,Ardeidae,LC
2021/8,Vermilion_Flycatcher,Aves,Pelecaniformes,Ardeidae,LC
2021/8,Vermilion_Flycatcher,Aves,Charadriiformes,Jacanidae,LC
2021/8,Vermilion_Flycatcher,Aves,Charadriiformes,Jacanidae,LC
2021/8,Vermilion_Flycatcher,Aves,Charadriiformes,Jacanidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Vermilion_Flycatcher,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anatidae,LC
2021/8,Southern_Lapwing,Aves,Anseriformes,Anhimidae,LC
2021/8,Southern_Lapwing,Aves,Charadriiformes,Charadriidae,LC
2021/8,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/8,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/8,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/8,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/9,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/9,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/9,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/9,Southern_Lapwing,Aves,Cuculiformes,Cuculidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Threskiornithidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Threskiornithidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
2021/9,Southern_Lapwing,Aves,Pelecaniformes,Ardeidae,LC
